1448489880 0 0 79
1448490147 0 10 79
1448500335 0 12 79
1448500348 0 102 79
1448500667 0 105 79
1448500782 0 109 79
1448501322 0 209 79
1448501534 0 211 79
1450369317 0 219 79
1450411272 37 219 79
1450412250 150 219 79
1450458749 210 219 79
1450575916 394 219 79
1450974216 394 219 79
1451145122 433 219 79
1451145309 458 219 79
1451145970 461 219 79
1451148845 504 219 79
1451320398 504 219 79
1451352252 510 219 79
1451445447 519 219 79
1451593320 531 219 79
1451615613 579 219 79
1451674655 579 219 79
1451697585 580 219 79
1451697965 584 219 79
1451786663 585 219 79
1452028334 592 219 79
1452147576 610 219 79
1452366195 612 219 79
1452366314 612 219 79
