1454360437 64 0 0
1454361204 68 0 0
1454361390 69 0 0
1454361407 71 0 0
1454361439 72 0 0
1454362136 72 0 0
1454362338 82 0 0
1454362391 83 0 0
1454444687 95 0 0
1454445242 96 0 0
1454445326 105 0 0
1454692263 106 0 0
1454692299 112 0 0
1454693680 123 0 0
1454693712 124 0 0
1454695377 143 0 0
1454695410 164 0 0
1454696022 175 0 0
1454696153 178 0 0
1454696352 179 0 0
1454696410 191 0 0
1454696439 191 0 0
1454696985 192 0 0
1455303026 201 0 0
1455731391 211 0 0
1455898215 212 0 0
1455903022 214 0 0
1455903924 215 0 0
1455904155 231 0 0
1455904513 231 0 0
1455905304 246 0 0
1455906011 247 0 0
1457046654 247 0 13622
1457716675 674 0 13622
1457718268 760 0 13622
1458861614 766 0 13622
1458862221 766 0 13622
