1454360437 1 0 0
1454361204 2 0 0
1454361390 3 0 0
1454361407 4 0 0
1454361439 5 0 0
1454362136 6 0 0
1454362338 7 0 0
1454362391 8 0 0
1454444687 9 0 0
1454445242 10 0 0
1454445326 13 0 0
1454692263 14 0 0
1454692299 15 0 0
1454693680 16 0 0
1454693712 17 0 0
1454695377 18 0 0
1454695410 19 0 0
1454696022 20 0 0
1454696153 21 0 0
1454696352 22 0 0
1454696410 23 0 0
1454696439 24 0 0
1454696985 25 0 0
1455303026 26 0 0
1455731391 27 0 0
1455898215 28 0 0
1455903022 29 0 0
1455903924 30 0 0
1455904155 31 0 0
1455904513 32 0 0
1455905304 33 0 0
1455906011 34 0 0
1457046654 34 0 1
1457716675 35 0 1
1457718268 36 0 1
1458861614 37 0 1
1458862221 37 1 1
