1442342804 1 0
1442343005 2 0
1442360536 3 0
1442363236 4 0
1442373001 5 0
1442374520 6 0
1442506270 7 0
1442602736 8 0
1442721571 9 0
1442813535 10 0
1442866723 11 0
1442872084 12 0
1442872186 13 0
1442873949 14 0
1442901335 15 0
1442945633 16 0
1443114174 17 0
1443330828 18 0
1443332804 19 0
1443332880 20 0
1443474620 21 0
1443535556 22 0
1443541713 23 0
1443814457 24 0
1443816646 25 0
1443938439 26 0
1444005905 27 0
1444271941 28 0
1444273559 29 0
1444273753 30 0
1444274247 31 0
1444343548 32 0
1444364393 33 0
1444369942 34 0
1444409305 35 0
1444419861 36 0
1444421489 37 0
1444595648 38 0
1444600036 39 0
1444796116 40 0
1444969768 41 0
1444969813 42 0
1444970452 43 0
1445015698 44 0
1445020079 45 0
1445023252 46 0
1445039997 47 0
1445040483 48 0
1445040592 49 0
1445041069 50 0
1445041194 51 0
1445059614 52 0
1445147336 53 0
1445621836 54 0
1445805928 55 0
1445810044 56 0
1445810199 57 0
1445838516 58 0
1445961031 59 0
1446271116 60 0
1446420910 61 0
1446443573 62 0
1447393505 63 0
1447443736 63 1
1447443924 63 2
1447443931 63 3
1447445425 64 3
1449085085 65 3
1449090516 66 3
1449090787 67 3
1449160970 68 3
1449160974 69 3
1449970922 70 3
1450118931 71 3
1450389707 72 3
1450389714 73 3
1450396147 74 3
1450812197 75 3
1452229943 76 3
1452230143 77 3
1452306668 78 3
1452319276 79 3
1452376862 80 3
1452398643 81 3
1452567169 81 4
1452809454 81 5
1452809575 81 6
1452809600 81 7
1452809617 81 8
1453324668 81 9
1453616665 82 9
1453963645 83 9
1453965078 84 9
1454270838 85 9
1454378056 86 9
1454390171 87 9
1454567135 88 9
1454601958 89 9
1454602062 90 9
1454782491 91 9
1455171642 92 9
1455400537 93 9
1455421343 94 9
1456036062 95 9
1456282563 96 9
1456297161 97 9
1456681920 98 9
1457074682 98 10
