1391867416 0 1 0 0 0 0 0 0 0
1391884546 0 5 0 0 0 0 0 0 0
1391885827 0 6 0 0 0 0 0 0 0
1391885863 0 7 0 0 0 0 0 0 0
1391885874 0 8 0 0 0 0 0 0 0
1391885892 0 12 0 0 0 0 0 0 0
1391924260 0 13 0 0 0 0 0 0 0
1391971483 0 14 0 0 0 0 0 0 0
1391971507 0 15 0 0 0 0 0 0 0
1392074011 0 16 0 0 0 0 0 0 0
1392074025 0 17 0 0 0 0 0 0 0
1392422719 0 18 0 0 0 0 0 0 0
1392430591 0 19 0 0 0 0 0 0 0
1392525254 0 20 0 0 0 0 0 0 0
1392758859 0 20 0 0 0 1 0 0 0
1393163837 0 21 0 0 0 1 0 0 0
1395150316 0 22 0 0 0 1 0 0 0
1395173461 0 22 0 0 1 1 0 0 0
1395538007 0 23 0 0 1 1 0 0 0
1395538203 0 24 0 0 1 1 0 0 0
1395560549 0 25 0 0 1 1 0 0 0
1395598653 0 26 0 0 1 1 0 0 0
1395599742 0 27 0 0 1 1 0 0 0
1395706290 0 27 0 0 2 1 0 0 0
1395706455 0 27 0 0 3 1 0 0 0
1395712609 0 28 0 0 3 1 0 0 0
1395713834 0 29 0 0 3 1 0 0 0
1395717340 0 30 0 0 3 1 0 0 0
1395721904 0 31 0 0 3 1 0 0 0
1396201967 0 31 0 0 3 2 0 0 0
1396202162 0 31 0 0 3 3 0 0 0
1396202195 0 31 0 0 3 4 0 0 0
1396203058 0 31 0 0 3 5 0 0 0
1396589094 0 31 0 0 4 5 0 0 0
1396589652 0 31 0 0 5 5 0 0 0
1396677763 0 31 0 0 6 5 0 0 0
1396720075 0 32 0 0 6 5 0 0 0
1396720382 0 32 0 0 7 5 0 0 0
1396721266 0 32 0 0 8 5 0 0 0
1396722420 0 33 0 0 8 5 0 0 0
1396722436 0 34 0 0 8 5 0 0 0
1396723240 0 35 0 0 8 5 0 0 0
1396726569 0 35 0 0 9 5 0 0 0
1396726598 0 35 0 0 10 5 0 0 0
1396732091 0 36 0 0 10 5 0 0 0
1396732105 0 37 0 0 10 5 0 0 0
1396732343 0 38 0 0 10 5 0 0 0
1396734096 0 39 0 0 10 5 0 0 0
1396734206 0 40 0 0 10 5 0 0 0
1396734724 0 40 0 0 11 5 0 0 0
1396734755 0 40 0 0 12 5 0 0 0
1396734975 0 41 0 0 12 5 0 0 0
1396734978 0 42 0 0 12 5 0 0 0
1397351660 0 43 0 0 12 5 0 0 0
1398955057 0 43 0 0 12 6 0 0 0
1399184998 0 44 0 0 12 6 0 0 0
1399932793 1 44 0 0 12 6 0 0 0
1399954113 2 44 0 0 12 6 0 0 0
1399995976 3 44 0 0 12 6 0 0 0
1400394623 4 44 0 0 12 6 0 0 0
1400398884 6 44 0 0 12 6 0 0 0
1400399114 7 44 0 0 12 6 0 0 0
1400645582 8 44 0 0 12 6 0 0 0
1400730114 9 44 0 0 12 6 0 0 0
1400736494 10 44 0 0 12 6 0 0 0
1400797045 11 44 0 0 12 6 0 0 0
1400905627 12 44 0 0 12 6 0 0 0
1400906102 13 44 0 0 12 6 0 0 0
1401235393 13 44 1 0 12 6 0 0 0
1401242924 14 45 1 0 12 6 0 0 0
1401580913 15 45 1 0 12 6 0 0 0
1401598739 15 45 2 0 12 6 0 0 0
1402264304 15 45 3 0 12 6 0 0 0
1402356340 15 45 4 0 12 6 0 0 0
1402358513 15 45 5 0 12 6 0 0 0
1402360866 16 46 5 0 12 6 0 0 0
1402696828 16 46 6 0 12 6 0 0 0
1402949755 16 46 7 0 12 6 0 0 0
1402979157 16 46 8 0 12 6 0 0 0
1402989516 16 46 9 0 12 6 0 0 0
1403035580 16 46 10 0 12 6 0 0 0
1403046724 16 46 11 0 12 6 0 0 0
1403052667 17 46 11 0 12 6 0 0 0
1403052695 18 46 11 0 12 6 0 0 0
1403055456 18 46 12 0 12 6 0 0 0
1403055463 18 46 13 0 12 6 0 0 0
1403135096 18 46 14 0 12 6 0 0 0
1403142309 19 46 14 0 12 6 0 0 0
1403147950 20 46 14 0 12 6 0 0 0
1403162626 20 46 15 0 12 6 0 0 0
1403162728 20 46 16 0 12 6 0 0 0
1403164667 20 46 17 0 12 6 0 0 0
1403244681 20 46 18 0 12 6 0 0 0
1403312106 21 46 18 0 12 6 0 0 0
1403312523 22 46 18 0 12 6 0 0 0
1403327018 22 46 19 0 12 6 0 0 0
1403327689 22 46 20 0 12 6 0 0 0
1403373642 23 46 20 0 12 6 0 0 0
1403374011 24 46 20 0 12 6 0 0 0
1403375200 25 46 20 0 12 6 0 0 0
1403376676 26 46 20 0 12 6 0 0 0
1403376985 27 46 20 0 12 6 0 0 0
1403377405 28 46 20 0 12 6 0 0 0
1403493487 28 46 21 0 12 6 0 0 0
1403638732 28 46 22 0 12 6 0 0 0
1403836751 29 46 22 0 12 6 0 0 0
1403836774 30 46 22 0 12 6 0 0 0
1403929027 31 46 22 0 12 6 0 0 0
1403929248 32 46 22 0 12 6 0 0 0
1403929952 33 46 22 0 12 6 0 0 0
1403930009 34 46 22 0 12 6 0 0 0
1404593050 34 46 23 0 12 6 0 0 0
1404631803 34 46 24 0 12 6 0 0 0
1404673308 34 46 25 0 12 6 0 0 0
1404674467 35 46 25 0 12 6 0 0 0
1404674491 36 46 25 0 12 6 0 0 0
1404692790 36 47 25 0 12 6 0 0 0
1404881394 36 48 25 0 12 6 0 0 0
1405202244 36 48 26 0 12 6 0 0 0
1405208893 36 48 27 0 12 6 0 0 0
1405293082 37 48 27 0 12 6 0 0 0
1405293101 38 48 27 0 12 6 0 0 0
1405306201 39 48 27 0 12 6 0 0 0
1405308497 40 48 27 0 12 6 0 0 0
1405357870 40 48 28 0 12 6 0 0 0
1405357874 40 48 29 0 12 6 0 0 0
1405364532 40 48 30 0 12 6 0 0 0
1405495031 40 48 31 0 12 6 0 0 0
1405974050 40 48 32 0 12 6 0 0 0
1406665971 40 48 33 0 12 6 0 0 0
1406770711 41 48 33 0 12 6 0 0 0
1406770862 42 48 33 0 12 6 0 0 0
1406864903 43 48 33 0 12 6 0 0 0
1407003199 43 48 34 0 12 6 0 0 0
1407095955 44 48 34 0 12 6 0 0 0
1407118886 45 48 34 0 12 6 0 0 0
1409809230 46 48 34 0 12 6 0 0 0
1409809270 47 48 34 0 12 6 0 0 0
1409810561 48 48 34 0 12 6 0 0 0
1410629980 48 48 34 1 12 6 0 0 0
1410630143 48 48 34 2 12 6 0 0 0
1410803606 49 48 34 2 12 6 0 0 0
1410803699 50 48 34 2 12 6 0 0 0
1410912139 52 48 34 2 12 6 0 0 0
1410912272 53 48 34 2 12 6 0 0 0
1410912955 53 48 34 3 12 6 0 0 0
1410913920 53 48 34 4 12 6 0 0 0
1411055006 53 48 34 5 12 6 0 0 0
1411061928 54 48 34 5 12 6 0 0 0
1411061940 55 48 34 5 12 6 0 0 0
1411062262 56 48 34 5 12 6 0 0 0
1411064622 57 48 34 5 12 6 0 0 0
1411077107 57 48 34 6 12 6 0 0 0
1411077618 58 48 34 7 12 6 0 0 0
1411079596 58 48 34 8 12 6 0 0 0
1411134845 58 48 34 9 12 6 0 0 0
1411134978 58 48 34 10 12 6 0 0 0
1411140543 59 48 34 10 12 6 0 0 0
1411158648 59 48 34 11 12 6 0 0 0
1411181819 60 48 34 11 12 6 0 0 0
1411181831 61 48 34 11 12 6 0 0 0
1411303662 62 48 34 11 12 6 0 0 0
1411402368 63 48 34 11 12 6 0 0 0
1411420531 64 48 34 11 12 6 0 0 0
1411447075 65 48 34 11 12 6 0 0 0
1411865869 66 48 34 11 12 6 0 0 0
1411866417 66 48 34 12 12 6 0 0 0
1412951200 67 48 34 12 12 6 0 0 0
1412951276 68 48 34 12 12 6 0 0 0
1412978914 68 48 34 13 12 6 0 0 0
1413309944 68 49 34 13 12 6 0 0 0
1413597326 69 49 34 13 12 6 0 0 0
1413597855 70 49 34 13 12 6 0 0 0
1413598659 71 49 34 13 12 6 0 0 0
1413600051 72 49 34 13 12 6 0 0 0
1413677492 73 49 34 13 12 6 0 0 0
1413680803 74 49 34 13 12 6 0 0 0
1413807279 75 49 34 13 12 6 0 0 0
1413821761 75 50 34 13 12 6 0 0 0
1413821772 75 51 34 13 12 6 0 0 0
1414031136 76 51 34 13 12 6 0 0 0
1414038357 79 51 34 13 12 6 0 0 0
1414084693 80 51 34 13 12 6 0 0 0
1414251182 81 51 34 13 12 6 0 0 0
1414261814 82 51 34 13 12 6 0 0 0
1414266459 83 51 34 13 12 6 0 0 0
1414266699 84 51 34 13 12 6 0 0 0
1415631065 85 51 34 13 12 6 0 0 0
1415647306 86 51 34 13 12 6 0 0 0
1415647665 87 51 34 13 12 6 0 0 0
1415720550 87 51 34 14 12 6 0 0 0
1415721596 87 51 34 15 12 6 0 0 0
1415722906 87 51 34 16 12 6 0 0 0
1415723410 87 51 34 17 12 6 0 0 0
1415732631 87 51 34 18 12 6 0 0 0
1418533389 88 51 34 18 12 6 0 0 0
1418795923 89 51 34 18 12 6 0 0 0
1420736110 90 51 34 18 12 6 0 0 0
1420736129 91 51 34 18 12 6 0 0 0
1420736778 92 51 34 18 12 6 0 0 0
1420754980 93 51 34 18 12 6 0 0 0
1420755004 94 51 34 18 12 6 0 0 0
1421463077 95 51 34 18 12 6 0 0 0
1421463089 96 51 34 18 12 6 0 0 0
1421470195 97 51 34 18 12 6 0 0 0
1421481192 98 51 34 18 12 6 0 0 0
1421481199 100 51 34 18 12 6 0 0 0
1421508636 101 51 34 18 12 6 0 0 0
1421759809 102 51 34 18 12 6 0 0 0
1421760059 103 51 34 18 12 6 0 0 0
1421760163 104 51 34 18 12 6 0 0 0
1421760209 105 51 34 18 12 6 0 0 0
1424105960 106 51 34 18 12 6 0 0 0
1424534886 107 51 34 18 12 6 0 0 0
1425397772 108 51 34 18 12 6 0 0 0
1425418587 108 51 34 18 12 6 0 0 1
1425580124 108 51 34 18 12 6 1 0 1
1425580497 108 51 34 18 12 6 2 0 1
1425580600 108 51 34 18 12 6 3 0 1
1425925015 109 51 34 18 12 6 3 0 1
1425939554 113 52 34 18 12 6 3 0 1
1425940144 113 53 34 18 12 6 3 0 1
1425940822 113 54 34 18 12 6 3 0 1
1425940951 113 55 34 18 12 6 3 0 1
1425988765 114 55 34 18 12 6 3 0 1
1426020349 114 56 34 18 12 6 3 0 1
1426021137 115 56 34 18 12 6 3 0 1
1426021218 116 56 34 18 12 6 3 0 1
1426035721 117 56 34 18 12 6 3 0 1
