2014-01 3
2014-02 93
2014-03 81
2014-04 44
2014-05 188
2014-06 25
2014-07 13
2014-08 114
2014-09 63
2014-10 33
2014-11 31
2014-12 1
2015-01 120
2015-02 36
2015-03 20
2015-04 29
2015-05 30
2015-06 26
2015-07 28
2015-08 119
2015-09 118
2015-10 75
2015-11 85
2015-12 31
2016-01 24
2016-02 94
2016-03 47
