1391221713 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1391222637 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1391222736 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1391972410 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1391978202 0 0 0 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
1391978421 0 0 0 0 4 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
1392006485 0 0 0 0 4 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
1392131632 0 0 0 0 4 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1392133162 0 0 0 0 4 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
1392133365 0 0 0 0 4 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0
1392133476 0 0 0 0 4 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0
1392133621 0 0 0 0 4 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0
1392133737 0 0 0 0 4 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
1392173134 0 0 0 0 4 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0
1392268666 0 0 0 0 5 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0
1392339526 0 0 0 0 5 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0
1392339581 0 0 0 0 5 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1392340019 0 0 0 0 5 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392340559 0 0 0 0 5 1 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392340651 0 0 0 0 5 2 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392340855 0 0 0 0 5 3 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392341652 0 0 0 0 5 4 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392342224 0 0 0 0 5 5 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392618186 0 2 0 0 5 5 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392618626 0 3 0 0 5 5 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392667588 0 4 0 0 5 5 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392668172 0 5 0 0 5 5 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392668263 0 6 0 0 5 5 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392676880 0 6 0 0 6 5 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392676974 0 6 0 0 7 5 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392686025 0 6 0 0 8 5 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392686324 0 6 0 0 9 5 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392689529 0 6 0 0 10 5 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392689583 0 6 0 0 11 5 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392768850 0 7 0 0 11 5 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392776291 0 7 0 0 12 5 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392948523 0 7 0 0 12 6 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392953751 0 7 0 0 12 7 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392959894 0 7 0 0 12 8 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1392960955 0 7 0 0 12 9 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1393007351 0 7 0 0 12 10 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1393016710 0 8 0 0 12 10 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1393179858 0 8 0 0 13 10 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1393179959 0 8 0 0 14 10 0 3 0 0 0 0 0 0 13 0 0 0 0 0
1393184473 0 8 0 0 14 11 0 3 0 0 0 0 0 0 13 0 0 0 0 0
1393185063 0 8 0 0 14 12 0 3 0 0 0 0 0 0 13 0 0 0 0 0
1393186004 0 8 0 0 15 12 0 3 0 0 0 0 0 0 13 0 0 0 0 0
1393186041 0 8 0 0 16 12 0 5 0 0 0 0 0 0 13 0 0 0 0 0
1393187264 0 11 0 0 18 19 0 6 0 0 0 0 0 0 13 0 0 0 0 0
1393187383 0 11 0 0 18 20 0 6 0 0 0 0 0 0 13 0 0 0 0 0
1393188263 0 11 0 0 18 21 0 6 0 0 0 0 0 0 13 0 0 0 0 0
1393189859 0 11 0 0 18 22 0 6 0 0 0 0 0 0 13 0 0 0 0 0
1393191880 0 11 0 0 19 22 0 6 0 0 0 0 0 0 13 0 0 0 0 0
1393222116 0 11 0 0 20 22 0 6 0 0 0 0 0 0 13 0 0 0 0 0
1393282694 0 11 0 0 21 22 0 6 0 0 0 0 0 0 13 0 0 0 0 0
1393282703 0 11 0 0 22 22 0 6 0 0 0 0 0 0 13 0 0 0 0 0
1393282898 0 11 0 0 23 22 0 6 0 0 0 0 0 0 13 0 0 0 0 0
1393283083 0 11 0 0 24 22 0 6 0 0 0 0 0 0 13 0 0 0 0 0
1393283361 0 11 0 0 24 22 0 7 0 0 0 0 0 0 13 0 0 0 0 0
1393283476 0 11 0 0 24 22 0 8 0 0 0 0 0 0 13 0 0 0 0 0
1393299181 0 11 0 0 24 22 0 9 0 0 0 0 0 0 13 0 0 0 0 0
1393299945 0 11 0 0 25 22 0 9 0 0 0 0 0 0 13 0 0 0 0 0
1393300074 0 11 0 0 25 22 0 10 0 0 0 0 0 0 13 0 0 0 0 0
1393300304 0 11 0 0 26 22 0 10 0 0 0 0 0 0 13 0 0 0 0 0
1393300345 0 11 0 0 26 22 0 11 0 0 0 0 0 0 13 0 0 0 0 0
1393304534 0 11 0 0 26 22 0 12 0 0 0 0 0 0 13 0 0 0 0 0
1393359430 0 12 0 0 26 22 0 12 0 0 0 0 0 0 13 0 0 0 0 0
1393364015 0 12 0 0 26 22 0 13 0 0 0 0 0 0 13 0 0 0 0 0
1393364067 0 12 0 0 26 22 0 14 0 0 0 0 0 0 13 0 0 0 0 0
1393379938 0 12 0 0 26 22 0 15 0 0 0 0 0 0 13 0 0 0 0 0
1393554122 0 12 0 0 26 23 0 15 0 0 0 0 0 0 13 0 0 0 0 0
1393558415 0 12 0 0 26 24 0 15 0 0 0 0 0 0 13 0 0 0 0 0
1393559114 0 12 0 0 26 25 0 15 0 0 0 0 0 0 13 0 0 0 0 0
1393603064 0 12 0 0 26 25 0 16 0 0 0 0 0 0 13 0 0 0 0 0
1393604982 0 12 0 0 26 25 0 17 0 0 0 0 0 0 13 0 0 0 0 0
1393782634 0 12 0 0 27 25 0 17 0 0 0 0 0 0 13 0 0 0 0 0
1393782683 0 12 0 0 28 25 0 17 0 0 0 0 0 0 13 0 0 0 0 0
1393782717 0 12 0 0 29 25 0 17 0 0 0 0 0 0 13 0 0 0 0 0
1393782765 0 12 0 0 30 25 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1393782842 0 12 0 0 30 26 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1393784040 0 12 0 0 30 27 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1393785547 0 12 0 0 30 28 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1393785660 0 12 0 0 30 29 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1393785743 0 12 0 0 30 30 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1393785922 0 12 0 0 30 31 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1393786282 0 12 0 0 30 32 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1393786300 0 12 0 0 30 32 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1393787689 0 12 0 0 30 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1393789509 0 13 0 0 30 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1393789649 0 14 0 0 30 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1393828660 0 15 0 0 30 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1394473445 0 15 0 0 31 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1394681981 0 16 0 0 31 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1394683840 0 17 0 0 31 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1394685777 0 18 0 0 31 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1394690483 0 19 0 0 31 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1394837570 0 20 0 0 31 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1394839619 0 21 0 0 31 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1394861534 0 22 0 0 31 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1394861780 0 23 0 0 31 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1394866490 0 24 0 0 31 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1394999284 0 25 0 0 31 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1395000875 0 26 0 0 31 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1395003780 0 27 0 0 31 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1395017370 0 28 0 0 31 33 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1395017552 0 28 0 0 31 34 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1395018108 0 29 0 0 31 34 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1395173756 0 30 0 0 31 34 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1395192190 0 31 0 0 31 34 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1395192249 0 32 0 0 31 34 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1395254297 0 33 0 0 31 34 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1395373076 0 34 0 0 31 34 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1395460682 0 35 0 0 31 34 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1395460786 0 36 0 0 31 34 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1395461776 0 37 0 0 31 34 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1395461980 0 38 0 0 31 34 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1395462312 0 39 0 0 31 34 0 20 0 0 0 0 0 0 13 0 0 0 0 0
1395470115 0 39 0 0 31 34 0 21 0 0 0 0 0 0 13 0 0 0 0 0
1395518377 0 39 0 0 32 34 0 21 0 0 0 0 0 0 13 0 0 0 0 0
1395518772 0 39 0 0 33 34 0 22 0 0 0 0 0 0 13 0 0 0 0 0
1395540504 0 40 0 0 33 34 0 22 0 0 0 0 0 0 13 0 0 0 0 0
1395541316 0 40 0 0 33 35 0 22 0 0 0 0 0 0 13 0 0 0 0 0
1395541782 0 40 0 0 33 36 0 22 0 0 0 0 0 0 13 0 0 0 0 0
1395544914 0 40 0 0 33 37 0 22 0 0 0 0 0 0 13 0 0 0 0 0
1395547406 0 41 0 0 33 37 0 22 0 0 0 0 0 0 13 0 0 0 0 0
1395550087 0 41 0 0 34 37 0 22 0 0 0 0 0 0 13 0 0 0 0 0
1395554242 0 42 0 0 34 37 0 22 0 0 0 0 0 0 13 0 0 0 0 0
1395555370 0 43 0 0 34 37 0 22 0 0 0 0 0 0 13 0 0 0 0 0
1395558069 0 44 0 0 34 37 0 22 0 0 0 0 0 0 13 0 0 0 0 0
1395622696 0 44 0 0 34 37 0 23 0 0 0 0 0 0 13 0 0 0 0 0
1395622704 0 44 0 0 34 37 0 24 0 0 0 0 0 0 13 0 0 0 0 0
1395758348 0 44 0 0 35 37 0 24 0 0 0 0 0 0 13 0 0 0 0 0
1395759683 0 44 0 0 36 37 0 25 0 0 0 0 1 0 13 0 0 0 0 0
1395962628 0 44 0 0 37 37 0 25 0 0 0 0 1 0 13 0 0 0 0 0
1395973082 0 46 0 0 38 37 0 26 0 0 0 0 1 0 13 0 0 0 0 0
1395986960 0 46 0 0 39 37 0 26 0 0 0 0 1 0 13 0 0 0 0 0
1395986970 0 46 0 0 40 37 0 26 0 0 0 0 1 0 13 0 0 0 0 0
1396144912 0 46 0 0 41 37 0 26 0 0 0 0 1 0 13 0 0 0 0 0
1396145217 0 46 0 0 41 37 0 26 0 0 0 0 2 0 13 0 0 0 0 0
1396203482 0 46 0 0 42 37 0 26 0 0 0 0 2 0 13 0 0 0 0 0
1396293515 0 46 0 0 43 37 0 26 0 0 0 0 2 0 13 0 0 0 0 0
1396295605 0 46 0 0 44 37 0 26 0 0 0 0 2 0 13 0 0 0 0 0
1396316625 0 46 0 0 44 37 0 26 0 0 0 0 3 0 13 0 0 0 0 0
1396317187 0 46 0 0 44 37 0 26 0 0 0 0 4 0 13 0 0 0 0 0
1396319905 0 47 0 0 44 37 0 26 0 0 0 0 4 0 13 0 0 0 0 0
1396320184 0 47 0 0 44 37 0 26 0 0 0 0 5 0 13 0 0 0 0 0
1396320966 0 47 0 0 44 37 0 26 0 0 0 0 6 0 13 0 0 0 0 0
1396322867 0 48 0 0 44 37 0 26 0 0 0 0 6 0 13 0 0 0 0 0
1396324034 0 48 0 0 45 37 0 26 0 0 0 0 6 0 13 0 0 0 0 0
1396324061 0 48 0 0 46 37 0 26 0 0 0 0 6 0 13 0 0 0 0 0
1396325075 0 48 0 0 46 37 0 26 0 0 0 0 7 0 13 0 0 0 0 0
1396325279 0 48 0 0 46 37 0 26 0 0 0 0 8 0 13 0 0 0 0 0
1396325408 0 48 0 0 46 37 0 26 0 0 0 0 9 0 13 0 0 0 0 0
1396326092 0 49 0 0 46 37 0 26 0 0 0 0 9 0 13 0 0 0 0 0
1396326850 0 49 0 0 46 37 0 26 0 0 0 0 10 0 13 0 0 0 0 0
1396327056 0 49 0 0 46 37 0 26 0 0 0 0 11 0 13 0 0 0 0 0
